cell_id,genotype_id,is_driver,is_resistant,mother_genotype_id,mutation_id,x,y,z
6941,495,1.0,0.0,278.0,277.0,-15,0,11
6942,495,1.0,0.0,278.0,277.0,-18,-5,-1
6951,495,1.0,0.0,278.0,277.0,7,20,21
7007,495,1.0,0.0,278.0,277.0,-9,7,26
7097,495,1.0,0.0,278.0,277.0,-18,9,0
7122,495,1.0,0.0,278.0,277.0,-14,7,12
7135,495,1.0,0.0,278.0,277.0,0,20,15
7136,495,1.0,0.0,278.0,277.0,-4,0,28
7155,495,1.0,0.0,278.0,277.0,-20,7,24
7156,495,1.0,0.0,278.0,277.0,-17,12,24
7190,495,1.0,0.0,278.0,277.0,-24,7,12
7211,495,1.0,0.0,278.0,277.0,-8,6,-3
7223,495,1.0,0.0,278.0,277.0,-20,4,31
7229,495,1.0,0.0,278.0,277.0,-24,0,8
7246,495,1.0,0.0,278.0,277.0,-5,-8,6
7281,495,1.0,0.0,278.0,277.0,-8,-1,9
7282,495,1.0,0.0,278.0,277.0,-15,11,22
7316,495,1.0,0.0,278.0,277.0,-9,-2,0
7324,495,1.0,0.0,278.0,277.0,-10,6,2
7373,495,1.0,0.0,278.0,277.0,-19,10,9
7376,495,1.0,0.0,278.0,277.0,-12,11,6
7377,495,1.0,0.0,278.0,277.0,-26,0,9
7378,495,1.0,0.0,278.0,277.0,-18,-14,8
7379,495,1.0,0.0,278.0,277.0,-19,-2,14
7386,495,1.0,0.0,278.0,277.0,-24,8,26
7392,495,1.0,0.0,278.0,277.0,-5,0,23
7439,495,1.0,0.0,278.0,277.0,-17,0,13
7476,495,1.0,0.0,278.0,277.0,-15,17,13
7498,495,1.0,0.0,278.0,277.0,-19,0,2
7506,495,1.0,0.0,278.0,277.0,-22,9,5
7536,495,1.0,0.0,278.0,277.0,-19,12,3
7551,495,1.0,0.0,278.0,277.0,-26,6,18
7554,495,1.0,0.0,278.0,277.0,-11,14,27
7559,495,1.0,0.0,278.0,277.0,-7,0,6
7569,495,1.0,0.0,278.0,277.0,-11,1,13
7571,495,1.0,0.0,278.0,277.0,-10,15,10
7581,495,1.0,0.0,278.0,277.0,-9,12,24
7585,495,1.0,0.0,278.0,277.0,-9,7,6
7588,495,1.0,0.0,278.0,277.0,-13,6,19
7597,495,1.0,0.0,278.0,277.0,-9,8,7
7602,495,1.0,0.0,278.0,277.0,-8,-12,11
7613,495,1.0,0.0,278.0,277.0,-20,-1,18
7632,495,1.0,0.0,278.0,277.0,-22,8,-1
7637,495,1.0,0.0,278.0,277.0,-24,10,20
7662,495,1.0,0.0,278.0,277.0,-15,0,26
7663,495,1.0,0.0,278.0,277.0,-13,8,21
7664,495,1.0,0.0,278.0,277.0,-11,-5,29
7667,495,1.0,0.0,278.0,277.0,-19,8,-2
7685,495,1.0,0.0,278.0,277.0,1,16,14
7713,495,1.0,0.0,278.0,277.0,-5,2,29
7735,495,1.0,0.0,278.0,277.0,-14,-8,9
7761,495,1.0,0.0,278.0,277.0,-16,23,2
7765,495,1.0,0.0,278.0,277.0,-21,-2,19
7791,495,1.0,0.0,278.0,277.0,-10,6,0
7825,495,1.0,0.0,278.0,277.0,-20,2,3
7861,495,1.0,0.0,278.0,277.0,-21,6,0
7895,495,1.0,0.0,278.0,277.0,-17,9,28
7946,495,1.0,0.0,278.0,277.0,-12,0,27
7986,495,1.0,0.0,278.0,277.0,-17,6,5
7991,495,1.0,0.0,278.0,277.0,-16,-5,8
7997,495,1.0,0.0,278.0,277.0,-40,7,10
8004,495,1.0,0.0,278.0,277.0,-16,7,21
8029,495,1.0,0.0,278.0,277.0,-18,10,5
8030,495,1.0,0.0,278.0,277.0,-20,14,3
8051,495,1.0,0.0,278.0,277.0,-17,13,23
8062,495,1.0,0.0,278.0,277.0,-15,0,1
8072,495,1.0,0.0,278.0,277.0,-15,-4,26
8103,495,1.0,0.0,278.0,277.0,-14,15,28
8107,495,1.0,0.0,278.0,277.0,-6,1,23
8110,495,1.0,0.0,278.0,277.0,-17,14,12
8115,495,1.0,0.0,278.0,277.0,-13,9,22
8154,495,1.0,0.0,278.0,277.0,-16,16,0
8172,495,1.0,0.0,278.0,277.0,-14,11,8
8215,495,1.0,0.0,278.0,277.0,-12,2,30
8225,495,1.0,0.0,278.0,277.0,-11,-3,13
8226,495,1.0,0.0,278.0,277.0,-20,3,17
8233,495,1.0,0.0,278.0,277.0,-11,8,12
8262,495,1.0,0.0,278.0,277.0,-22,8,9
8294,495,1.0,0.0,278.0,277.0,-15,20,0
8298,495,1.0,0.0,278.0,277.0,-25,16,27
8310,495,1.0,0.0,278.0,277.0,-2,2,10
8320,495,1.0,0.0,278.0,277.0,-17,7,-5
8352,495,1.0,0.0,278.0,277.0,-20,-6,0
8360,495,1.0,0.0,278.0,277.0,-11,-6,16
8390,495,1.0,0.0,278.0,277.0,-28,8,6
8395,495,1.0,0.0,278.0,277.0,0,10,4
8398,495,1.0,0.0,278.0,277.0,-2,12,18
8424,495,1.0,0.0,278.0,277.0,-15,7,1
8432,495,1.0,0.0,278.0,277.0,-34,0,20
8449,495,1.0,0.0,278.0,277.0,-12,-14,8
8470,495,1.0,0.0,278.0,277.0,-14,11,4
8499,495,1.0,0.0,278.0,277.0,-17,15,11
8515,495,1.0,0.0,278.0,277.0,-18,-8,4
8557,495,1.0,0.0,278.0,277.0,-30,3,9
8571,495,1.0,0.0,278.0,277.0,-16,10,1
8597,495,1.0,0.0,278.0,277.0,-21,2,17
8611,495,1.0,0.0,278.0,277.0,-18,3,18
8614,495,1.0,0.0,278.0,277.0,0,17,18
8620,495,1.0,0.0,278.0,277.0,3,13,20
8690,495,1.0,0.0,278.0,277.0,-17,1,15
8691,495,1.0,0.0,278.0,277.0,-10,7,24
8694,495,1.0,0.0,278.0,277.0,-25,11,2
8737,495,1.0,0.0,278.0,277.0,-14,-14,15
8739,495,1.0,0.0,278.0,277.0,-9,-5,10
8742,495,1.0,0.0,278.0,277.0,-9,6,19
8753,495,1.0,0.0,278.0,277.0,0,11,23
8764,495,1.0,0.0,278.0,277.0,-17,0,9
8768,495,1.0,0.0,278.0,277.0,-7,3,34
8771,495,1.0,0.0,278.0,277.0,-8,-12,13
8778,495,1.0,0.0,278.0,277.0,-17,14,16
8786,495,1.0,0.0,278.0,277.0,-22,-7,0
8801,495,1.0,0.0,278.0,277.0,-9,1,12
8808,495,1.0,0.0,278.0,277.0,-12,11,20
8849,495,1.0,0.0,278.0,277.0,-17,-6,-2
8866,495,1.0,0.0,278.0,277.0,-28,0,11
8893,495,1.0,0.0,278.0,277.0,-11,0,10
8908,495,1.0,0.0,278.0,277.0,-21,5,17
8909,495,1.0,0.0,278.0,277.0,-28,33,52
8924,495,1.0,0.0,278.0,277.0,-29,13,7
8927,495,1.0,0.0,278.0,277.0,-23,-5,26
8928,495,1.0,0.0,278.0,277.0,-18,12,-3
8938,495,1.0,0.0,278.0,277.0,-29,2,18
8939,495,1.0,0.0,278.0,277.0,-23,-11,25
8945,495,1.0,0.0,278.0,277.0,-26,16,1
8954,495,1.0,0.0,278.0,277.0,-15,2,27
8976,495,1.0,0.0,278.0,277.0,-7,-13,7
8990,495,1.0,0.0,278.0,277.0,-4,8,14
8999,495,1.0,0.0,278.0,277.0,-7,16,18
9003,495,1.0,0.0,278.0,277.0,-29,-3,0
9026,495,1.0,0.0,278.0,277.0,-15,-2,0
9034,495,1.0,0.0,278.0,277.0,-16,7,27
9037,495,1.0,0.0,278.0,277.0,-6,8,10
9042,495,1.0,0.0,278.0,277.0,-15,-4,13
9051,495,1.0,0.0,278.0,277.0,-6,22,12
9053,495,1.0,0.0,278.0,277.0,-14,7,20
9054,495,1.0,0.0,278.0,277.0,-20,-8,6
9057,495,1.0,0.0,278.0,277.0,-26,0,16
9099,495,1.0,0.0,278.0,277.0,-10,0,5
9114,495,1.0,0.0,278.0,277.0,-16,0,16
9116,495,1.0,0.0,278.0,277.0,-21,3,1
9128,495,1.0,0.0,278.0,277.0,-5,14,7
9129,495,1.0,0.0,278.0,277.0,-16,-6,8
9131,495,1.0,0.0,278.0,277.0,-15,23,11
9135,495,1.0,0.0,278.0,277.0,-21,8,16
9142,495,1.0,0.0,278.0,277.0,-10,-8,12
9167,495,1.0,0.0,278.0,277.0,0,6,5
9169,495,1.0,0.0,278.0,277.0,-2,-5,20
9185,495,1.0,0.0,278.0,277.0,-24,10,24
9196,495,1.0,0.0,278.0,277.0,-15,15,10
9205,495,1.0,0.0,278.0,277.0,-5,10,11
9219,495,1.0,0.0,278.0,277.0,-10,-9,8
