cell_id,genotype_id,is_driver,is_resistant,mother_genotype_id,mutation_id,x,y,z
360,644,0.0,0.0,0.0,0.0,7,5,-27
361,6189,0.0,0.0,0.0,0.0,-6,-11,-21
362,1733,0.0,0.0,0.0,0.0,-1,-15,-8
363,811,0.0,0.0,0.0,0.0,6,11,4
365,7087,0.0,0.0,0.0,0.0,46,2,8
366,1573,0.0,0.0,0.0,0.0,-6,-9,-8
367,5571,0.0,0.0,0.0,0.0,-10,-17,0
368,3521,0.0,0.0,0.0,0.0,19,-5,-1
369,5338,0.0,0.0,0.0,0.0,-34,0,-18
370,652,0.0,0.0,0.0,0.0,-27,3,-18
371,1785,0.0,0.0,0.0,0.0,-17,3,-1
372,3369,0.0,0.0,0.0,0.0,27,-12,0
373,478,0.0,0.0,0.0,0.0,2,31,-10
374,0,0.0,0.0,0.0,0.0,-3,19,7
376,6136,0.0,0.0,0.0,0.0,2,-7,-18
377,4379,0.0,0.0,0.0,0.0,-6,-2,0
378,1056,0.0,0.0,0.0,0.0,16,0,-6
379,24,0.0,0.0,0.0,0.0,8,5,27
380,39,0.0,0.0,0.0,0.0,-30,13,-2
382,7710,0.0,0.0,0.0,0.0,-16,15,-7
383,8432,0.0,0.0,0.0,0.0,32,-9,-6
384,0,0.0,0.0,0.0,0.0,-4,-5,-22
385,4529,0.0,0.0,0.0,0.0,-32,7,2
386,169,0.0,0.0,0.0,0.0,17,13,-2
387,7946,0.0,0.0,0.0,0.0,-7,-11,-6
388,7931,0.0,0.0,0.0,0.0,-12,19,24
389,8412,0.0,0.0,0.0,0.0,-54,24,52
390,242,0.0,0.0,0.0,0.0,-15,27,-19
391,169,0.0,0.0,0.0,0.0,15,2,0
392,26,0.0,0.0,0.0,0.0,-20,-9,19
393,404,0.0,0.0,0.0,0.0,-36,19,2
395,1551,0.0,0.0,0.0,0.0,-26,29,6
396,910,0.0,0.0,0.0,0.0,-43,-7,17
397,169,0.0,0.0,0.0,0.0,23,2,-4
398,7811,0.0,0.0,0.0,0.0,9,19,-8
399,1009,0.0,0.0,0.0,0.0,-24,-8,-15
400,45,0.0,0.0,0.0,0.0,9,31,3
401,0,0.0,0.0,0.0,0.0,-2,10,-31
402,1454,0.0,0.0,0.0,0.0,6,10,8
404,644,0.0,0.0,0.0,0.0,14,-3,-28
405,2809,0.0,0.0,0.0,0.0,-24,0,-25
406,555,0.0,0.0,0.0,0.0,7,-16,-29
407,4610,0.0,0.0,0.0,0.0,-23,-35,1
408,5839,0.0,0.0,0.0,0.0,-30,-11,14
409,694,0.0,0.0,0.0,0.0,9,-8,27
410,1995,0.0,0.0,0.0,0.0,8,-23,-9
411,2053,0.0,0.0,0.0,0.0,-31,20,7
412,0,0.0,0.0,0.0,0.0,-35,14,-31
413,541,0.0,0.0,0.0,0.0,-16,24,3
415,6621,0.0,0.0,0.0,0.0,-2,-14,-28
416,549,0.0,0.0,0.0,0.0,0,-9,25
417,0,0.0,0.0,0.0,0.0,8,-1,-32
418,4081,0.0,0.0,0.0,0.0,-45,3,15
419,1113,0.0,0.0,0.0,0.0,0,-13,-11
420,24,0.0,0.0,0.0,0.0,-6,-4,-7
421,4220,0.0,0.0,0.0,0.0,-21,15,-11
422,2410,0.0,0.0,0.0,0.0,-16,-17,1
423,1900,0.0,0.0,0.0,0.0,17,-32,-10
424,40,0.0,0.0,0.0,0.0,-12,-32,-12
425,1096,0.0,0.0,0.0,0.0,-52,6,-7
426,236,0.0,0.0,0.0,0.0,-3,-2,-15
427,8326,0.0,0.0,0.0,0.0,-5,19,-10
428,24,0.0,0.0,0.0,0.0,0,4,13
429,3521,0.0,0.0,0.0,0.0,17,-1,0
430,5368,0.0,0.0,0.0,0.0,21,23,-16
431,6469,0.0,0.0,0.0,0.0,-11,-6,30
432,1523,0.0,0.0,0.0,0.0,-12,23,18
433,2258,0.0,0.0,0.0,0.0,21,6,-12
434,1500,0.0,0.0,0.0,0.0,0,15,-10
435,2831,0.0,0.0,0.0,0.0,0,-17,-18
436,3009,0.0,0.0,0.0,0.0,10,-16,-26
438,294,0.0,0.0,0.0,0.0,-23,-35,-5
439,161,0.0,0.0,0.0,0.0,-5,27,-26
440,374,0.0,0.0,0.0,0.0,28,-30,-5
442,24,0.0,0.0,0.0,0.0,18,13,22
443,5535,0.0,0.0,0.0,0.0,15,26,-25
444,1132,0.0,0.0,0.0,0.0,-4,0,-29
445,1952,0.0,0.0,0.0,0.0,1,-38,65
446,32,0.0,0.0,0.0,0.0,28,-26,-1
447,4767,0.0,0.0,0.0,0.0,-10,17,-3
448,4769,0.0,0.0,0.0,0.0,22,-10,6
450,242,0.0,0.0,0.0,0.0,-6,2,-6
451,3922,0.0,0.0,0.0,0.0,-23,19,-14
453,1555,0.0,0.0,0.0,0.0,3,0,-3
454,2120,0.0,0.0,0.0,0.0,-11,7,-10
455,0,0.0,0.0,0.0,0.0,4,4,-19
456,0,0.0,0.0,0.0,0.0,-34,19,-12
458,0,0.0,0.0,0.0,0.0,0,1,-17
459,45,0.0,0.0,0.0,0.0,21,16,15
460,2358,0.0,0.0,0.0,0.0,-25,6,-17
461,951,0.0,0.0,0.0,0.0,0,-8,3
462,0,0.0,0.0,0.0,0.0,-16,-18,-20
463,3233,0.0,0.0,0.0,0.0,-1,-9,23
464,7226,0.0,0.0,0.0,0.0,-8,11,-13
465,5356,0.0,0.0,0.0,0.0,14,11,-5
466,2199,0.0,0.0,0.0,0.0,15,-14,-3
467,1867,0.0,0.0,0.0,0.0,22,-3,-32
468,4784,0.0,0.0,0.0,0.0,-10,-1,-23
469,64,0.0,0.0,0.0,0.0,7,1,13
470,4598,0.0,0.0,0.0,0.0,11,10,-33
471,0,0.0,0.0,0.0,0.0,-43,29,-3
472,32,0.0,0.0,0.0,0.0,22,-5,-2
473,349,0.0,0.0,0.0,0.0,-20,3,21
474,958,0.0,0.0,0.0,0.0,33,-4,-15
475,3011,0.0,0.0,0.0,0.0,9,-17,-15
476,948,0.0,0.0,0.0,0.0,-7,6,-2
477,562,0.0,0.0,0.0,0.0,16,-39,-3
478,8809,0.0,0.0,0.0,0.0,4,16,-30
479,2481,0.0,0.0,0.0,0.0,-8,17,-30
481,2507,0.0,0.0,0.0,0.0,-3,19,-2
483,2865,0.0,0.0,0.0,0.0,14,25,-4
484,883,0.0,0.0,0.0,0.0,-3,-12,-36
485,2320,0.0,0.0,0.0,0.0,19,8,11
486,24,0.0,0.0,0.0,0.0,30,-6,18
488,374,0.0,0.0,0.0,0.0,34,-10,-6
489,1,0.0,0.0,0.0,0.0,-16,-20,0
490,45,0.0,0.0,0.0,0.0,-22,41,0
491,6376,0.0,0.0,0.0,0.0,-33,-14,-12
492,32,0.0,0.0,0.0,0.0,10,10,-39
493,2160,0.0,0.0,0.0,0.0,21,-11,5
494,414,0.0,0.0,0.0,0.0,-21,-11,9
495,2495,0.0,0.0,0.0,0.0,14,15,4
496,1265,0.0,0.0,0.0,0.0,-26,10,13
497,1551,0.0,0.0,0.0,0.0,-13,20,-10
498,1638,0.0,0.0,0.0,0.0,3,14,-4
499,920,0.0,0.0,0.0,0.0,-11,26,13
500,883,0.0,0.0,0.0,0.0,6,-11,-39
501,2380,0.0,0.0,0.0,0.0,-18,-43,2
502,8728,0.0,0.0,0.0,0.0,9,5,12
503,228,0.0,0.0,0.0,0.0,-3,2,24
504,142,0.0,0.0,0.0,0.0,-5,37,-16
505,39,0.0,0.0,0.0,0.0,-29,15,-23
507,3223,0.0,0.0,0.0,0.0,38,-28,-27
508,8646,0.0,0.0,0.0,0.0,-28,-8,-1
509,3009,0.0,0.0,0.0,0.0,2,-10,-32
510,0,0.0,0.0,0.0,0.0,-32,13,-9
512,1129,0.0,0.0,0.0,0.0,-20,18,-15
514,948,0.0,0.0,0.0,0.0,-1,2,-2
516,2996,0.0,0.0,0.0,0.0,32,2,5
517,4029,0.0,0.0,0.0,0.0,-35,0,-23
518,0,0.0,0.0,0.0,0.0,-36,0,1
519,0,0.0,0.0,0.0,0.0,0,22,-1
520,261,0.0,0.0,0.0,0.0,25,3,-5
521,3442,0.0,0.0,0.0,0.0,0,-5,-31
522,57,0.0,0.0,0.0,0.0,-13,-1,-15
523,32,0.0,0.0,0.0,0.0,13,-1,-27
524,1096,0.0,0.0,0.0,0.0,-49,-1,4
525,7094,0.0,0.0,0.0,0.0,-14,-5,-3
526,3600,0.0,0.0,0.0,0.0,-3,-7,27
527,5104,0.0,0.0,0.0,0.0,-6,-20,-23
528,1497,0.0,0.0,0.0,0.0,2,-1,-19
529,5280,0.0,0.0,0.0,0.0,-18,14,-21
530,551,0.0,0.0,0.0,0.0,-23,-6,-7
531,1,0.0,0.0,0.0,0.0,-5,-11,13
532,297,0.0,0.0,0.0,0.0,-38,-2,1
533,64,0.0,0.0,0.0,0.0,20,-7,31
534,1594,0.0,0.0,0.0,0.0,26,-14,10
535,8628,0.0,0.0,0.0,0.0,-26,24,0
536,3520,0.0,0.0,0.0,0.0,15,-34,10
537,6352,0.0,0.0,0.0,0.0,-39,-9,-18
538,6533,0.0,0.0,0.0,0.0,-3,6,18
539,4664,0.0,0.0,0.0,0.0,-46,8,7
540,2791,0.0,0.0,0.0,0.0,4,-13,0
541,2933,0.0,0.0,0.0,0.0,-11,23,10
542,7052,0.0,0.0,0.0,0.0,-12,-13,-22
543,4103,0.0,0.0,0.0,0.0,1,-21,-25
544,234,0.0,0.0,0.0,0.0,-26,10,-29
545,1001,0.0,0.0,0.0,0.0,0,1,22
546,374,0.0,0.0,0.0,0.0,40,-10,-15
547,24,0.0,0.0,0.0,0.0,9,-25,5
548,1788,0.0,0.0,0.0,0.0,-13,-17,8
549,2380,0.0,0.0,0.0,0.0,-26,-38,0
550,463,0.0,0.0,0.0,0.0,-34,25,-5
551,0,0.0,0.0,0.0,0.0,22,30,9
552,1359,0.0,0.0,0.0,0.0,-22,34,3
553,6873,0.0,0.0,0.0,0.0,26,6,-3
554,3435,0.0,0.0,0.0,0.0,-36,-4,-14
555,261,0.0,0.0,0.0,0.0,32,-7,20
556,129,0.0,0.0,0.0,0.0,-9,10,1
557,1513,0.0,0.0,0.0,0.0,-31,-1,2
558,1,0.0,0.0,0.0,0.0,-7,-20,1
559,0,0.0,0.0,0.0,0.0,-2,16,15
560,159,0.0,0.0,0.0,0.0,8,4,15
561,1894,0.0,0.0,0.0,0.0,-42,2,-11
564,4160,0.0,0.0,0.0,0.0,-28,10,-15
566,45,0.0,0.0,0.0,0.0,-15,29,8
567,1451,0.0,0.0,0.0,0.0,-13,-33,-7
568,652,0.0,0.0,0.0,0.0,-27,-5,-18
569,421,0.0,0.0,0.0,0.0,25,-1,-26
570,3322,0.0,0.0,0.0,0.0,-12,-32,-5
571,641,0.0,0.0,0.0,0.0,-21,24,0
572,45,0.0,0.0,0.0,0.0,-10,34,-25
573,1030,0.0,0.0,0.0,0.0,-18,-26,-1
574,7179,0.0,0.0,0.0,0.0,-24,-13,0
575,812,0.0,0.0,0.0,0.0,2,0,-2
577,7071,0.0,0.0,0.0,0.0,-12,26,-9
578,1390,0.0,0.0,0.0,0.0,21,-21,28
579,549,0.0,0.0,0.0,0.0,0,-11,17
580,421,0.0,0.0,0.0,0.0,8,-7,-12
581,2155,0.0,0.0,0.0,0.0,-19,10,-1
582,835,0.0,0.0,0.0,0.0,-1,-22,4
583,0,0.0,0.0,0.0,0.0,-35,-8,9
584,0,0.0,0.0,0.0,0.0,-53,17,-11
585,39,0.0,0.0,0.0,0.0,-45,7,-16
586,7834,0.0,0.0,0.0,0.0,-13,24,-2
587,0,0.0,0.0,0.0,0.0,-41,20,-15
588,132,0.0,0.0,0.0,0.0,11,-17,-2
590,269,0.0,0.0,0.0,0.0,7,9,-9
591,6383,0.0,0.0,0.0,0.0,-13,0,3
592,298,0.0,0.0,0.0,0.0,-7,-14,9
593,5134,0.0,0.0,0.0,0.0,-36,12,14
594,3563,0.0,0.0,0.0,0.0,-14,23,-26
595,295,0.0,0.0,0.0,0.0,-28,24,-15
596,855,0.0,0.0,0.0,0.0,15,19,16
597,494,0.0,0.0,0.0,0.0,23,0,-1
599,428,0.0,0.0,0.0,0.0,4,-22,22
601,677,0.0,0.0,0.0,0.0,-24,1,-16
602,2392,0.0,0.0,0.0,0.0,-21,-5,-3
603,0,0.0,0.0,0.0,0.0,-27,43,0
604,303,0.0,0.0,0.0,0.0,-16,-7,-17
605,2502,0.0,0.0,0.0,0.0,8,8,-22
606,676,0.0,0.0,0.0,0.0,9,0,-36
607,3943,0.0,0.0,0.0,0.0,23,-39,-3
608,2326,0.0,0.0,0.0,0.0,-46,0,-21
609,169,0.0,0.0,0.0,0.0,5,-7,-2
610,4482,0.0,0.0,0.0,0.0,-10,-10,17
611,55,0.0,0.0,0.0,0.0,-11,25,15
612,367,0.0,0.0,0.0,0.0,-5,29,-5
613,50,0.0,0.0,0.0,0.0,-20,-10,11
614,40,0.0,0.0,0.0,0.0,0,-7,-33
615,8936,0.0,0.0,0.0,0.0,17,-24,-13
616,859,0.0,0.0,0.0,0.0,1,14,-20
617,5016,0.0,0.0,0.0,0.0,-6,-31,-2
618,1795,0.0,0.0,0.0,0.0,-6,-8,-3
620,642,0.0,0.0,0.0,0.0,26,-20,1
621,7470,0.0,0.0,0.0,0.0,-16,-20,9
622,169,0.0,0.0,0.0,0.0,14,9,0
623,0,0.0,0.0,0.0,0.0,-24,-11,-11
624,2291,0.0,0.0,0.0,0.0,8,6,33
625,4912,0.0,0.0,0.0,0.0,-6,13,-8
626,40,0.0,0.0,0.0,0.0,-16,8,-14
627,0,0.0,0.0,0.0,0.0,-30,13,-20
628,2678,0.0,0.0,0.0,0.0,-38,-14,-17
629,677,0.0,0.0,0.0,0.0,-16,-18,-27
630,555,0.0,0.0,0.0,0.0,7,-10,-26
631,3488,0.0,0.0,0.0,0.0,4,-18,-2
633,4786,0.0,0.0,0.0,0.0,-22,-3,-11
634,4152,0.0,0.0,0.0,0.0,-18,13,-2
635,638,0.0,0.0,0.0,0.0,-15,8,-22
636,2203,0.0,0.0,0.0,0.0,5,-13,-9
637,0,0.0,0.0,0.0,0.0,-11,38,-45
638,1,0.0,0.0,0.0,0.0,-6,-16,-11
639,512,0.0,0.0,0.0,0.0,-7,-17,11
640,32,0.0,0.0,0.0,0.0,21,28,-14
641,5192,0.0,0.0,0.0,0.0,6,-25,-9
642,5415,0.0,0.0,0.0,0.0,0,15,-23
643,4046,0.0,0.0,0.0,0.0,-11,28,-16
645,3500,0.0,0.0,0.0,0.0,13,17,7
646,3334,0.0,0.0,0.0,0.0,-40,30,-11
647,6739,0.0,0.0,0.0,0.0,8,-2,-20
648,6547,0.0,0.0,0.0,0.0,-17,-4,-16
649,4436,0.0,0.0,0.0,0.0,-2,-15,-2
650,0,0.0,0.0,0.0,0.0,-10,18,-20
651,6315,0.0,0.0,0.0,0.0,23,7,-2
652,3563,0.0,0.0,0.0,0.0,-12,22,-27
653,45,0.0,0.0,0.0,0.0,21,13,13
655,854,0.0,0.0,0.0,0.0,-15,-8,-13
656,699,0.0,0.0,0.0,0.0,-23,-6,-16
657,4728,0.0,0.0,0.0,0.0,3,18,-26
658,6116,0.0,0.0,0.0,0.0,-27,32,-15
659,897,0.0,0.0,0.0,0.0,-9,12,35
660,463,0.0,0.0,0.0,0.0,-20,15,-5
661,6042,0.0,0.0,0.0,0.0,2,-24,1
662,3160,0.0,0.0,0.0,0.0,-30,15,-25
663,2732,0.0,0.0,0.0,0.0,13,-17,9
665,0,0.0,0.0,0.0,0.0,-32,13,3
666,1578,0.0,0.0,0.0,0.0,14,3,5
668,3734,0.0,0.0,0.0,0.0,-5,-10,-21
669,55,0.0,0.0,0.0,0.0,-2,16,-10
670,4911,0.0,0.0,0.0,0.0,19,-9,-13
671,218,0.0,0.0,0.0,0.0,7,0,-23
672,24,0.0,0.0,0.0,0.0,18,-22,-3
673,5225,0.0,0.0,0.0,0.0,7,-4,25
674,555,0.0,0.0,0.0,0.0,21,-2,-15
676,64,0.0,0.0,0.0,0.0,2,-7,39
677,1200,0.0,0.0,0.0,0.0,0,-1,23
678,2157,0.0,0.0,0.0,0.0,-3,-23,-16
679,45,0.0,0.0,0.0,0.0,-10,9,-24
680,5074,0.0,0.0,0.0,0.0,7,-2,-31
681,24,0.0,0.0,0.0,0.0,-15,3,14
682,734,0.0,0.0,0.0,0.0,5,-5,0
683,367,0.0,0.0,0.0,0.0,-14,26,-3
684,6099,0.0,0.0,0.0,0.0,-32,31,13
685,5134,0.0,0.0,0.0,0.0,-37,12,8
686,4505,0.0,0.0,0.0,0.0,1,-2,-32
687,45,0.0,0.0,0.0,0.0,-6,28,0
688,7594,0.0,0.0,0.0,0.0,-12,-17,5
689,0,0.0,0.0,0.0,0.0,0,1,0
690,32,0.0,0.0,0.0,0.0,19,26,-25
691,64,0.0,0.0,0.0,0.0,3,3,18
692,6564,0.0,0.0,0.0,0.0,-8,-6,-8
693,3851,0.0,0.0,0.0,0.0,31,10,7
695,236,0.0,0.0,0.0,0.0,-6,-3,7
697,3925,0.0,0.0,0.0,0.0,12,-9,23
698,7453,0.0,0.0,0.0,0.0,8,-24,0
699,0,0.0,0.0,0.0,0.0,-36,-8,-7
700,41,0.0,0.0,0.0,0.0,-26,10,4
701,8376,0.0,0.0,0.0,0.0,-24,-5,-28
702,1256,0.0,0.0,0.0,0.0,-11,-13,2
703,1335,0.0,0.0,0.0,0.0,-14,-37,12
704,3381,0.0,0.0,0.0,0.0,6,3,-1
705,242,0.0,0.0,0.0,0.0,-35,16,-14
706,6902,0.0,0.0,0.0,0.0,6,-10,-35
707,142,0.0,0.0,0.0,0.0,9,20,7
708,0,0.0,0.0,0.0,0.0,-18,-2,28
709,297,0.0,0.0,0.0,0.0,-24,1,1
711,8704,0.0,0.0,0.0,0.0,-8,-21,-36
712,6229,0.0,0.0,0.0,0.0,-24,21,9
713,0,0.0,0.0,0.0,0.0,6,-30,-13
715,455,0.0,0.0,0.0,0.0,-5,-6,14
717,39,0.0,0.0,0.0,0.0,-21,-5,-5
719,32,0.0,0.0,0.0,0.0,28,8,-13
720,4424,0.0,0.0,0.0,0.0,-32,22,-1
721,6173,0.0,0.0,0.0,0.0,27,3,-14
722,1500,0.0,0.0,0.0,0.0,-2,43,-13
724,1900,0.0,0.0,0.0,0.0,21,-15,-28
725,0,0.0,0.0,0.0,0.0,-10,26,-25
726,0,0.0,0.0,0.0,0.0,-27,-7,0
727,50,0.0,0.0,0.0,0.0,-46,-5,3
728,1894,0.0,0.0,0.0,0.0,-38,-5,-11
729,883,0.0,0.0,0.0,0.0,-3,-3,-30
730,325,0.0,0.0,0.0,0.0,-24,2,-15
731,1229,0.0,0.0,0.0,0.0,8,-25,-13
732,6674,0.0,0.0,0.0,0.0,-7,10,11
733,281,0.0,0.0,0.0,0.0,-30,9,-12
734,196,0.0,0.0,0.0,0.0,-10,-14,22
735,0,0.0,0.0,0.0,0.0,-40,12,-12
736,2716,0.0,0.0,0.0,0.0,2,0,25
737,1001,0.0,0.0,0.0,0.0,15,0,32
738,910,0.0,0.0,0.0,0.0,-41,6,4
739,40,0.0,0.0,0.0,0.0,-20,-22,-9
740,7594,0.0,0.0,0.0,0.0,-8,-16,3
741,533,0.0,0.0,0.0,0.0,-18,1,17
742,1894,0.0,0.0,0.0,0.0,-35,-19,-3
743,4535,0.0,0.0,0.0,0.0,20,0,20
744,2191,0.0,0.0,0.0,0.0,-1,-19,-5
746,383,0.0,0.0,0.0,0.0,23,-7,-17
747,0,0.0,0.0,0.0,0.0,-17,-26,-7
748,5220,0.0,0.0,0.0,0.0,24,-10,-34
749,55,0.0,0.0,0.0,0.0,-14,34,20
750,32,0.0,0.0,0.0,0.0,9,-19,-3
751,1009,0.0,0.0,0.0,0.0,-24,8,-36
753,111,0.0,0.0,0.0,0.0,-16,12,21
754,2756,0.0,0.0,0.0,0.0,-11,-22,-16
755,652,0.0,0.0,0.0,0.0,-30,0,-20
756,652,0.0,0.0,0.0,0.0,-33,-19,-12
757,6982,0.0,0.0,0.0,0.0,-10,5,-5
758,24,0.0,0.0,0.0,0.0,-13,-4,-4
759,0,0.0,0.0,0.0,0.0,-3,20,-6
760,3095,0.0,0.0,0.0,0.0,-20,-1,8
761,212,0.0,0.0,0.0,0.0,-36,29,14
762,6893,0.0,0.0,0.0,0.0,5,0,-15
763,2125,0.0,0.0,0.0,0.0,-12,-2,-5
764,4487,0.0,0.0,0.0,0.0,-20,31,2
765,1513,0.0,0.0,0.0,0.0,-31,0,2
766,4157,0.0,0.0,0.0,0.0,0,19,-17
767,1246,0.0,0.0,0.0,0.0,-33,-6,8
769,5148,0.0,0.0,0.0,0.0,-26,0,11
770,4022,0.0,0.0,0.0,0.0,1,30,-30
771,0,0.0,0.0,0.0,0.0,-8,10,-24
772,64,0.0,0.0,0.0,0.0,7,5,-7
773,6883,0.0,0.0,0.0,0.0,-10,-4,-18
774,0,0.0,0.0,0.0,0.0,-3,-3,-7
775,24,0.0,0.0,0.0,0.0,-15,-29,-5
776,3109,0.0,0.0,0.0,0.0,-6,-23,-9
778,1882,0.0,0.0,0.0,0.0,-35,0,8
779,1246,0.0,0.0,0.0,0.0,-31,3,4
780,415,0.0,0.0,0.0,0.0,26,-18,-11
781,4206,0.0,0.0,0.0,0.0,23,-12,15
782,0,0.0,0.0,0.0,0.0,-24,3,5
783,135,0.0,0.0,0.0,0.0,-27,7,-11
784,169,0.0,0.0,0.0,0.0,26,-1,-9
785,24,0.0,0.0,0.0,0.0,7,-38,-9
786,6027,0.0,0.0,0.0,0.0,-20,23,-29
787,853,0.0,0.0,0.0,0.0,-9,-6,13
788,0,0.0,0.0,0.0,0.0,0,1,-22
789,40,0.0,0.0,0.0,0.0,-7,-10,-13
790,438,0.0,0.0,0.0,0.0,-32,4,12
792,0,0.0,0.0,0.0,0.0,-30,11,-2
793,813,0.0,0.0,0.0,0.0,8,-14,18
794,45,0.0,0.0,0.0,0.0,-23,35,-8
795,247,0.0,0.0,0.0,0.0,10,25,-11
796,6658,0.0,0.0,0.0,0.0,-9,29,-14
797,3590,0.0,0.0,0.0,0.0,16,-1,-22
799,5023,0.0,0.0,0.0,0.0,24,0,20
800,867,0.0,0.0,0.0,0.0,5,31,1
801,4483,0.0,0.0,0.0,0.0,9,-26,-8
802,1805,0.0,0.0,0.0,0.0,-7,11,0
803,1086,0.0,0.0,0.0,0.0,24,6,-21
804,2507,0.0,0.0,0.0,0.0,-3,12,-5
805,6334,0.0,0.0,0.0,0.0,-19,25,2
806,5186,0.0,0.0,0.0,0.0,-19,6,-25
807,549,0.0,0.0,0.0,0.0,0,15,11
809,883,0.0,0.0,0.0,0.0,-4,-14,-37
810,32,0.0,0.0,0.0,0.0,-7,0,-14
811,1598,0.0,0.0,0.0,0.0,-38,6,11
812,9005,0.0,0.0,0.0,0.0,23,-3,-11
813,96,0.0,0.0,0.0,0.0,-15,27,-3
814,314,0.0,0.0,0.0,0.0,16,0,-27
815,1772,0.0,0.0,0.0,0.0,6,31,-33
816,8223,0.0,0.0,0.0,0.0,28,7,-16
817,228,0.0,0.0,0.0,0.0,19,-1,20
818,0,0.0,0.0,0.0,0.0,-11,7,-32
819,4646,0.0,0.0,0.0,0.0,15,-4,2
820,7250,0.0,0.0,0.0,0.0,-34,25,-41
821,4834,0.0,0.0,0.0,0.0,22,-15,-11
822,135,0.0,0.0,0.0,0.0,-17,15,-13
823,7131,0.0,0.0,0.0,0.0,-27,-3,-35
825,813,0.0,0.0,0.0,0.0,7,-15,13
826,6736,0.0,0.0,0.0,0.0,5,-14,23
827,2648,0.0,0.0,0.0,0.0,13,-17,-8
828,835,0.0,0.0,0.0,0.0,-4,-19,1
829,910,0.0,0.0,0.0,0.0,-35,8,0
830,8825,0.0,0.0,0.0,0.0,-5,-13,4
831,6849,0.0,0.0,0.0,0.0,-45,-3,-13
832,45,0.0,0.0,0.0,0.0,13,15,-26
833,7536,0.0,0.0,0.0,0.0,-21,12,0
834,447,0.0,0.0,0.0,0.0,-11,-7,16
836,528,0.0,0.0,0.0,0.0,-33,22,-35
837,1030,0.0,0.0,0.0,0.0,-20,-23,-3
838,1882,0.0,0.0,0.0,0.0,-37,12,13
839,3334,0.0,0.0,0.0,0.0,-24,35,-18
840,3663,0.0,0.0,0.0,0.0,-42,3,3
842,5831,0.0,0.0,0.0,0.0,18,14,9
843,951,0.0,0.0,0.0,0.0,-3,-7,4
844,218,0.0,0.0,0.0,0.0,0,-1,-19
845,5757,0.0,0.0,0.0,0.0,-12,8,-19
846,1570,0.0,0.0,0.0,0.0,-28,9,-7
848,212,0.0,0.0,0.0,0.0,-33,24,16
850,3432,0.0,0.0,0.0,0.0,12,18,-1
851,374,0.0,0.0,0.0,0.0,32,-12,0
852,104,0.0,0.0,0.0,0.0,1,6,-12
853,1000,0.0,0.0,0.0,0.0,-8,14,-5
855,6314,0.0,0.0,0.0,0.0,2,-13,6
856,8624,0.0,0.0,0.0,0.0,37,-18,-6
857,0,0.0,0.0,0.0,0.0,-27,22,2
858,3067,0.0,0.0,0.0,0.0,-34,2,7
859,2001,0.0,0.0,0.0,0.0,-44,-9,-13
860,8719,0.0,0.0,0.0,0.0,33,-5,15
861,9020,0.0,0.0,0.0,0.0,-16,27,-13
862,64,0.0,0.0,0.0,0.0,0,-7,8
863,1900,0.0,0.0,0.0,0.0,12,-20,-18
864,677,0.0,0.0,0.0,0.0,-32,-5,-15
865,295,0.0,0.0,0.0,0.0,-37,20,-11
866,756,0.0,0.0,0.0,0.0,-15,14,-22
867,6325,0.0,0.0,0.0,0.0,12,-9,10
868,1947,0.0,0.0,0.0,0.0,-12,27,-18
869,111,0.0,0.0,0.0,0.0,-27,-27,0
870,8940,0.0,0.0,0.0,0.0,-14,24,-8
871,3095,0.0,0.0,0.0,0.0,-24,3,10
872,142,0.0,0.0,0.0,0.0,-2,30,-10
873,3002,0.0,0.0,0.0,0.0,0,5,-22
874,135,0.0,0.0,0.0,0.0,-16,-15,16
875,1660,0.0,0.0,0.0,0.0,8,-5,39
876,7387,0.0,0.0,0.0,0.0,-22,-1,19
877,4777,0.0,0.0,0.0,0.0,9,-25,-10
878,64,0.0,0.0,0.0,0.0,12,22,12
879,228,0.0,0.0,0.0,0.0,11,-3,11
880,7341,0.0,0.0,0.0,0.0,-3,17,19
881,1465,0.0,0.0,0.0,0.0,-15,28,-24
882,1477,0.0,0.0,0.0,0.0,-16,-13,-5
883,6363,0.0,0.0,0.0,0.0,-17,28,15
884,0,0.0,0.0,0.0,0.0,-2,5,-45
885,8408,0.0,0.0,0.0,0.0,-9,13,-2
886,0,0.0,0.0,0.0,0.0,-29,2,12
890,0,0.0,0.0,0.0,0.0,-35,13,-22
891,383,0.0,0.0,0.0,0.0,13,-22,-20
892,3500,0.0,0.0,0.0,0.0,10,21,5
893,55,0.0,0.0,0.0,0.0,-34,12,10
894,37,0.0,0.0,0.0,0.0,-4,4,-12
895,1190,0.0,0.0,0.0,0.0,18,-12,9
896,212,0.0,0.0,0.0,0.0,-24,20,16
897,6658,0.0,0.0,0.0,0.0,-8,28,-13
899,24,0.0,0.0,0.0,0.0,20,-17,-1
900,756,0.0,0.0,0.0,0.0,-32,1,-35
901,1166,0.0,0.0,0.0,0.0,9,-23,-27
902,2792,0.0,0.0,0.0,0.0,-3,4,22
903,1031,0.0,0.0,0.0,0.0,11,6,-6
904,218,0.0,0.0,0.0,0.0,11,-9,-16
905,853,0.0,0.0,0.0,0.0,-2,-26,2
906,2001,0.0,0.0,0.0,0.0,-24,6,-2
907,2053,0.0,0.0,0.0,0.0,-40,18,7
908,40,0.0,0.0,0.0,0.0,2,-6,-6
909,7412,0.0,0.0,0.0,0.0,0,15,28
910,2855,0.0,0.0,0.0,0.0,0,-5,-26
